elapsed;gap;fitness;solution
1.36s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]
1.46s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]
1.45s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]
1.49s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]
1.36s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]
1.40s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]
1.37s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]
1.40s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]
1.33s;0.0%;458;[[1, 22, 28, 3, 36, 35, 20, 2, 32], [5, 10, 39, 33, 15, 37, 17, 12], [6, 24, 23, 7, 26, 31, 8, 27], [11, 16, 29, 21, 34, 30, 9, 38], [14, 25, 13, 19, 4, 18]]

avg_time;avg_ans;best_ans;worst_ans;avg_gap;best_gap;worst_gap
1.43s;458.00;458;458;0.0%;0.0%;0.0%
