elapsed;gap;fitness;solution
2.62s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 40, 19, 42, 4, 47]]
1.19s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 40, 19, 42, 4, 47]]
1.78s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 19, 40, 42, 4, 47]]
1.01s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 19, 40, 42, 4, 47]]
1.18s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 19, 40, 42, 4, 47]]
1.86s;0.0%;521;[[6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [12, 37, 44, 15, 45, 33, 39, 10, 49, 5, 46], [18, 13, 41, 19, 40, 42, 17, 4, 47]]
1.20s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 16, 2, 29, 21, 50, 34, 30, 9, 38], [18, 13, 41, 40, 19, 42, 4, 47]]
1.37s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 19, 40, 42, 4, 47]]
1.16s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 16, 2, 29, 21, 50, 34, 30, 9, 38], [18, 13, 41, 19, 40, 42, 4, 47]]
1.05s;0.0%;521;[[6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [12, 37, 44, 15, 45, 33, 39, 10, 49, 5, 46], [18, 13, 41, 40, 19, 42, 17, 4, 47]]
1.12s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 40, 19, 42, 4, 47]]
1.10s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 19, 40, 42, 4, 47]]
1.93s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 16, 2, 29, 21, 50, 34, 30, 9, 38], [18, 13, 41, 19, 40, 42, 4, 47]]
1.07s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 16, 2, 29, 21, 50, 34, 30, 9, 38], [18, 13, 41, 40, 19, 42, 4, 47]]
2.02s;0.0%;521;[[6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32], [11, 16, 2, 29, 21, 50, 34, 30, 9, 38], [12, 37, 44, 15, 45, 33, 39, 10, 49, 5, 46], [18, 13, 41, 40, 19, 42, 17, 4, 47]]
1.19s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 40, 19, 42, 4, 47]]
1.58s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 40, 19, 42, 4, 47]]
1.34s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 19, 40, 42, 4, 47]]
2.03s;0.0%;521;[[6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32], [11, 16, 2, 29, 21, 50, 34, 30, 9, 38], [12, 37, 44, 15, 45, 33, 39, 10, 49, 5, 46], [18, 13, 41, 19, 40, 42, 17, 4, 47]]
1.29s;0.0%;521;[[5, 49, 10, 39, 33, 45, 15, 44, 37, 17, 12], [6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32, 46], [11, 2, 29, 21, 16, 50, 34, 30, 9, 38], [18, 13, 41, 40, 19, 42, 4, 47]]
1.57s;0.0%;521;[[6, 14, 25, 24, 43, 7, 23, 48, 27], [8, 26, 31, 28, 3, 36, 35, 20, 22, 1, 32], [11, 16, 2, 29, 21, 50, 34, 30, 9, 38], [12, 37, 44, 15, 45, 33, 39, 10, 49, 5, 46], [18, 13, 41, 19, 40, 42, 17, 4, 47]]
